,name,address,sido,gungu
883,울산남구달동점,,울산광역시,남구
884,울산남구무거2호점,,울산광역시,남구
885,울산남구삼산점,,울산광역시,남구
886,울산남구신정점,,울산광역시,남구
887,울산남구야음2점,,울산광역시,남구
888,울산남구야음점,,울산광역시,남구
889,울산남구옥동점,,울산광역시,남구
890,울산남구울산대점,,울산광역시,남구
891,울산동구남목점,,울산광역시,중구
892,울산동구방어점,,울산광역시,동구
893,울산동구전하점,,울산광역시,동구
894,울산동구화정점[B],,울산광역시,동구
895,울산북구강동점,,울산광역시,북구
896,울산북구아진점,,울산광역시,북구
897,울산북구양정점,,울산광역시,남구
898,울산북구호계점,,울산광역시,북구
899,울산북구화봉점[B],,울산광역시,북구
900,울산울주군구영점,,울산광역시,울주군
901,울산울주군남창점,,울산광역시,울주군
902,울산울주군언양점[B],,울산광역시,울주군
903,울산중구다운점,,울산광역시,중구
904,울산중구반구점,,울산광역시,중구
905,울산중구병영점,,울산광역시,중구
906,울산중구약사점,,울산광역시,중구
907,울산중구우정점,,울산광역시,중구
908,울산중구우정혁신점,,울산광역시,중구
909,인천강화군강화1점,,인천광역시,강화군
910,인천계양구계산점,,인천광역시,계양구
911,인천계양구계산중앙점[B],,인천광역시,계양구
912,인천계양구계양점,,인천광역시,계양구
913,인천계양구동양점,,인천광역시,계양구
914,인천계양구작전점,,인천광역시,계양구
915,인천계양구효성점[B],,인천광역시,계양구
916,인천남구문학관교점,,인천광역시,남구
917,인천남구용현점,,인천광역시,남구
918,인천남구제물포점,,인천광역시,남구
919,인천남구주안2점,,인천광역시,남구
920,인천남구주안역점,,인천광역시,남구
921,인천남구주안점,,인천광역시,남구
922,인천남구학익점,,인천광역시,남구
923,인천남동구간석점[B],,인천광역시,남동구
924,인천남동구구월점,,인천광역시,남동구
925,인천남동구논현점,,인천광역시,남동구
926,인천남동구논현택지점[B],,인천광역시,남동구
927,인천남동구만수1점,,인천광역시,남동구
928,인천남동구만수2점,,인천광역시,남동구
929,인천남동구서창1점,,인천광역시,남동구
930,인천동구동인천송현점,,인천광역시,동구
931,인천동구송림점,,인천광역시,동구
932,인천부평구갈산점[B],,인천광역시,부평구
933,인천부평구부개점,,인천광역시,부평구
934,인천부평구부일점,,인천광역시,부평구
935,인천부평구부평남부점,,인천광역시,부평구
936,인천부평구부평롯데점,,인천광역시,부평구
937,인천부평구부평중앙점,,인천광역시,부평구
938,인천부평구산곡점,,인천광역시,부평구
939,인천부평구삼산1동점,,인천광역시,부평구
940,인천부평구십정점,,인천광역시,부평구
941,인천부평구청천점,,인천광역시,부평구
942,인천서구가좌점,,인천광역시,서구
943,인천서구검암점,,인천광역시,서구
944,인천서구당하점,,인천광역시,서구
945,인천서구마전점,,인천광역시,서구
946,인천서구석남점,,인천광역시,서구
947,인천서구신현점[B],,인천광역시,서구
948,인천서구연희점,,인천광역시,서구
949,인천서구청라1호점,,인천광역시,서구
950,인천연수구동춘점,,인천광역시,연수구
951,인천연수구선학점,,인천광역시,연수구
952,인천연수구송도3동점,,인천광역시,연수구
953,인천연수구송도신도시점,,인천광역시,연수구
954,인천연수구연수2동3동점,,인천광역시,연수구
955,인천연수구옥련점[B],,인천광역시,연수구
956,인천연수구청학점,,인천광역시,연수구
957,인천옹진군백령점,,인천광역시,옹진군
958,인천중구운서점,,인천광역시,중구
959,인천중구월미점,,인천광역시,중구
960,인천중구하늘도시점,,인천광역시,중구
961,전남고흥군고흥점,,전라남도,고흥군
962,전남고흥군녹동점,,전라남도,고흥군
963,전남광양시광양점,,전라남도,광양시
964,전남광양시광양제철점,,전라남도,광양시
965,전남광양시광영점,,전라남도,광양시
966,전남광양시마동점,,전라남도,광양시
967,전남광양시중동점,,전라남도,광양시
968,전남구례군구례지리산온천점,,전라남도,구례군
969,전남나주시나주점,,전라남도,나주시
970,전남나주시나주혁신도시점,,전라남도,나주시
971,전남나주시영산포점,,전라남도,나주시
972,전남담양군담양점,,전라남도,담양군
973,전남목포시삼학점,,전라남도,목포시
974,전남목포시석현점[B],,전라남도,목포시
975,전남목포시연산점,,전라남도,목포시
976,전남목포시용해점,,전라남도,목포시
977,전남목포시하당1점,,전라남도,목포시
978,전남목포시하당2점,,전라남도,목포시
979,전남무안군남악점,,전라남도,무안군
980,전남무안군무안점,,전라남도,무안군
981,전남보성군벌교점,,전라남도,보성군
982,전남보성군보성점,,전라남도,보성군
983,전남순천시금당지구점,,전라남도,순천시
984,전남순천시남제점,,전라남도,순천시
985,전남순천시삼산점,,전라남도,순천시
986,전남순천시신대점,,전라남도,순천시
987,전남순천시연향점,,전라남도,순천시
988,전남순천시왕지점,,전라남도,순천시
989,전남순천시조례점,,전라남도,순천시
990,전남순천시중앙점,,전라남도,순천시
991,전남여수시국동점,,전라남도,여수시
992,전남여수시둔덕점,,전라남도,여수시
993,전남여수시무선지구점,,전라남도,여수시
994,전남여수시서교점,,전라남도,여수시
995,전남여수시신기점,,전라남도,여수시
996,전남여수시안산점,,전라남도,여수시
997,전남여수시여서점,,전라남도,여수시
998,전남영광군영광점,,전라남도,영광군
999,전남영암군삼호점,,전라남도,영암군
1000,전남완도군완도점,,전라남도,완도군
1001,전남장흥군장흥점,,전라남도,장흥군
1002,전남진도군진도점,,전라남도,진도군
1003,전남함평군함평점,,전라남도,함평군
1004,전남해남군우수영점,,전라남도,해남군
1005,전남해남군해남점,,전라남도,해남군
1006,전남화순군화순점,,전라남도,화순군
1007,전북고창군고창점,,전라북도,고창군
1008,전북군산시군산대점,,전라북도,군산시
1009,전북군산시나운1점,,전라북도,군산시
1010,전북군산시나운2점,,전라북도,군산시
1011,전북군산시소룡산북점,,전라북도,군산시
1012,전북군산시수송점,,전라북도,군산시
1013,전북군산시오식도점,,전라북도,군산시
1014,전북군산시옥서점,,전라북도,군산시
1015,전북군산시조촌점,,전라북도,군산시
1016,전북군산시중앙점,,전라북도,군산시
1017,전북김제시김제점,,전라북도,김제시
1018,전북남원시남원점,,전라북도,남원시
1019,전북무주군무주스키점,,전라북도,무주군
1020,전북무주군무주점,,전라북도,무주군
1021,전북부안읍부안점,,전라북도,부안군
1022,전북완주군봉동3공단점,,전라북도,완주군
1023,전북완주군삼례우석대점,,전라북도,완주군
1024,전북완주군혁신점,,전라북도,완주군
1025,전북익산시동산점,,전라북도,익산시
1026,전북익산시모현점,,전라북도,익산시
1027,전북익산시부송점,,전라북도,익산시
1028,전북익산시신동남중점,,전라북도,익산시
1029,전북익산시영등점,,전라북도,익산시
1030,전북익산시함열점,,전라북도,익산시
1031,전북전주시덕진전북대점,,전라북도,전주시
1032,전북전주시동산점,,전라북도,전주시
1033,전북전주시삼천점,,전라북도,전주시
1034,전북전주시서곡점,,전라북도,전주시
1035,전북전주시서신점,,전라북도,전주시
1036,전북전주시서학중앙점[B],,전라북도,전주시
1037,전북전주시송천점,,전라북도,전주시
1038,전북전주시아중점,,전라북도,전주시
1039,전북전주시전주대점,,전라북도,전주시
1040,전북전주시중화산점,,전라북도,전주시
1041,전북전주시진북인후점,,전라북도,전주시
1042,전북전주시평화1점,,전라북도,전주시
1043,전북전주시호성점,,전라북도,전주시
1044,전북전주시효자점,,전라북도,전주시
1045,전북정읍시수성점,,전라북도,정읍시
1046,전북정읍시시기점,,전라북도,정읍시
1047,제주서귀포시강정해군기지점,,제주특별자치도,서귀포시
1048,제주서귀포시대정점,,제주특별자치도,서귀포시
1049,제주서귀포시서귀포1점,,제주특별자치도,서귀포시
1050,제주서귀포시서귀포2호점,,제주특별자치도,서귀포시
1051,제주서귀포시성산점,,제주특별자치도,서귀포시
1052,제주서귀포시신시가지점,,제주특별자치도,서귀포시
1053,제주서귀포시중문점,,제주특별자치도,서귀포시
1054,제주서귀포시표선점,,제주특별자치도,서귀포시
1055,제주서귀포시화순안덕점,,제주특별자치도,서귀포시
1056,제주제주시노형점,,제주특별자치도,제주시
1057,제주제주시도남점,,제주특별자치도,제주시
1058,제주제주시아라점,,제주특별자치도,제주시
1059,제주제주시연동점,,제주특별자치도,제주시
1060,제주제주시외도점,,제주특별자치도,제주시
1061,제주제주시용담점,,제주특별자치도,제주시
1062,제주제주시일도점,,제주특별자치도,제주시
1063,제주제주시조천함덕점,,제주특별자치도,제주시
1064,제주제주시한림점,,제주특별자치도,제주시
1065,제주제주시화북삼양점,,제주특별자치도,제주시
1066,충남계룡시계룡점,,충청남도,계룡시
1067,충남공주시금학점,,충청남도,공주시
1068,충남공주시신관점,,충청남도,공주시
1069,충남금산군금산점[B],,충청남도,금산군
1070,충남논산시논산1점[B],,충청남도,논산시
1071,충남논산시논산항공학교,,충청남도,논산시
1072,충남논산시연무점,,충청남도,논산시
1073,충남당진군당진점,,충청남도,당진군
1074,충남당진군합덕점,,충청남도,당진군
1075,충남당진시당진2점,,충청남도,당진군
1076,충남당진시석문점,,충청남도,당진군
1077,충남당진시송악점,,충청남도,당진군
1078,충남보령시대천점,,충청남도,보령시
1079,충남보령시대천해수욕장점,,충청남도,보령시
1080,충남보령시무창포해수욕장점,,충청남도,보령시
1081,충남부여군부여점,,충청남도,부여군
1082,충남서산시동문점,,충청남도,서산시
1083,충남서산시성연점,,충청남도,서산시
1084,충남서산시읍내점,,충청남도,서산시
1085,충남서천군서면점,,충청남도,서천군
1086,충남서천군서천점[B],,충청남도,서천군
1087,충남아산시배방점,,충청남도,아산시
1088,충남아산시신창점,,충청남도,아산시
1089,충남아산시영인점,,충청남도,아산시
1090,충남아산시온천점,,충청남도,아산시
1091,충남아산시용화점,,충청남도,아산시
1092,충남아산시음봉점,,충청남도,아산시
1093,충남아산시장재점,,충청남도,아산시
1094,충남아산시장존점,,충청남도,아산시
1095,충남연기군조치원점,,세종특별자치시,세종시
1096,충남예산군삽교점,,충청남도,예산군
1097,충남예산군예산점,,충청남도,예산군
1098,충남천안시구성점,,충청남도,천안시
1099,충남천안시두정1점,,충청남도,천안시
1100,충남천안시두정대아점,,충청남도,천안시
1101,충남천안시목천신계점,,충청남도,천안시
1102,충남천안시병천북면점,,충청남도,천안시
1103,충남천안시불당점,,충청남도,천안시
1104,충남천안시신방1점,,충청남도,천안시
1105,충남천안시신방초원점,,충청남도,천안시
1106,충남천안시신방통정점,,충청남도,천안시
1107,충남천안시신부점,,충청남도,천안시
1108,충남천안시쌍봉점,,충청남도,천안시
1109,충남천안시쌍용1점,,충청남도,천안시
1110,충남천안시안서점,,충청남도,천안시
1111,충남천안시입장점,,충청남도,천안시
1112,충남천안시직산점,,충청남도,천안시
1113,충남태안군안면점,,충청남도,태안군
1114,충남태안군태안1점,,충청남도,태안군
1115,충남홍성군내포신도시점,,충청남도,홍성군
1116,충남홍성군홍성점,,충청남도,홍성군
1117,충북괴산군괴산점,,충청북도,괴산군
1118,충북단양군단양점,,충청북도,단양군
1119,충북단양군매포읍점,,충청북도,단양군
1120,충북보은군보은점,,충청북도,보은군
1121,충북영동군영동점,,충청북도,영동군
1122,충북옥천군옥천점,,충청북도,옥천군
1123,충북음성군금왕점[B],,충청북도,음성군
1124,충북음성군대소점,,충청북도,음성군
1125,충북음성군맹동점,,충청북도,음성군
1126,충북음성군맹동혁신도시점,,충청북도,음성군
1127,충북음성군삼성점[B],,충청북도,음성군
1128,충북음성군생극점,,충청북도,음성군
1129,충북음성군음성점,,충청북도,음성군
1130,충북제천시강제점,,충청북도,제천시
1131,충북제천시신백점,,충청북도,제천시
1132,충북제천시제천1점,,충청북도,제천시
1133,충북제천시청전점,,충청북도,제천시
1134,충북증평군증평점,,충청북도,증평군
1135,충북진천군광혜원점[B],,충청북도,진천군
1136,충북진천군덕산점[B],,충청북도,진천군
1137,충북진천군진천점,,충청북도,진천군
1138,충북청주시가경1점,,충청북도,청주시
1139,충북청주시강내점,,충청북도,청주시
1140,충북청주시강서가경2점[B],,충청북도,청주시
1141,충북청주시개신점,,충청북도,청주시
1142,충북청주시내수점,,충청북도,청주시
1143,충북청주시봉명점,,충청북도,청주시
1144,충북청주시분평점[B],,충청북도,청주시
1145,충북청주시사직점,,충청북도,청주시
1146,충북청주시사천점,,충청북도,청주시
1147,충북청주시산남3지구성화점,,충청북도,청주시
1148,충북청주시산남점,,충청북도,청주시
1149,충북청주시오송점,,충청북도,청주시
1150,충북청주시오창점,,충청북도,청주시
1151,충북청주시용담광장점,,충청북도,청주시
1152,충북청주시용암2점[B],,충청북도,청주시
1153,충북청주시용암점,,충청북도,청주시
1154,충북청주시율량점,,충청북도,청주시
1155,충북청주시청대점,,충청북도,청주시
1156,충북청주시하복대점,,충청북도,청주시
1157,충북충주시건대점,,충청북도,충주시
1158,충북충주시대소원면점,,충청북도,충주시
1159,충북충주시목행동량점,,충청북도,충주시
1160,충북충주시수안보점,,충청북도,충주시
1161,충북충주시신니면점,,충청북도,충주시
1162,충북충주시충주1점,,충청북도,충주시
1163,충북충주시충주2점,,충청북도,충주시
1164,충북충주시충주3점,,충청북도,충주시
1165,충북충주시칠금점,,충청북도,충주시
1166,충북충주시한국교통대점,,충청북도,충주시
